Object Number,Area,Aspect_Ratio,Diameter,Width,Length
280,64.33333333,0.813158938,6.624067721,6,7.333333333
281,48.88888889,0.927923261,5.542092676,5,5.666666667
282,43.66666667,0.551141451,6.043016359,4.333333333,8
283,67.22222222,0.831280356,6.957560155,6.333333333,7.666666667
284,80.22222222,0.86133623,7.561963895,7,8
285,47.44444444,0.665947264,5.50364995,4.666666667,6.666666667
286,62.11111111,0.945373512,6.698438094,6.333333333,7.333333333
287,55.55555556,0.81088332,6.078048631,5.333333333,6.333333333
288,52.88888889,0.794666694,5.876771841,5,6.666666667
289,53.66666667,0.839623139,5.852637153,5.333333333,6.333333333
290,46.77777778,0.641937039,5.516493958,4.333333333,7.333333333
291,74.77777778,0.790196692,7.078570273,6.666666667,7.666666667
292,58,0.766701282,6.227578324,5,7.333333333
293,41.33333333,0.635642941,5.199488243,4,7
294,49.33333333,0.649939945,5.580270574,4.333333333,7
295,93.77777778,0.911231557,7.79242378,7.666666667,7.666666667
296,49.66666667,0.662876568,5.791860457,4.333333333,7.666666667
297,64.11111111,0.658700067,6.634743099,5.333333333,8.333333333
298,44.88888889,0.855143935,5.280524111,5,5.666666667
299,78.44444444,0.850728195,7.343555894,7,7.666666667
300,52.77777778,0.787944928,5.755086368,5.333333333,6
301,39.33333333,0.662869154,5.542092676,4.333333333,6.333333333
302,69.88888889,0.662924513,6.988009142,5.666666667,8.333333333
303,52.44444444,0.90855405,5.924746285,5.666666667,6
304,57.66666667,0.742961614,6.101291731,4.666666667,7.333333333
305,48.55555556,0.605764433,5.618189043,4.666666667,7.333333333
306,72.55555556,0.931787017,7.048512514,6.666666667,7.333333333
307,55.55555556,0.879399412,6.135991301,5.333333333,6.333333333
308,56.66666667,0.899123046,6.193391908,5.666666667,6.333333333
309,67,0.773375249,7.343555894,6.666666667,7.333333333
310,62.22222222,0.891596627,6.538037216,6,7.333333333
311,59.77777778,0.813720024,6.439879292,5.666666667,7
312,60,0.815361271,6.406825801,5.333333333,7
313,65.55555556,0.854945122,6.708995134,6.666666667,6.666666667
314,55.22222222,0.783452469,5.960473722,5,6.666666667
315,48.77777778,0.726862434,5.592938628,4.666666667,6.666666667
316,47.55555556,0.718245767,5.386675916,4.333333333,6.666666667
317,53.44444444,0.767707601,5.936679321,5.666666667,6
318,71.88888889,0.968801933,6.844755096,6.666666667,6.666666667
319,41.66666667,0.784409858,5.412888606,5,6.333333333
320,60,0.775992435,6.306625999,5.333333333,7.666666667
321,82.66666667,0.828832276,7.645729743,7,8.666666667
322,55.22222222,0.856350207,5.924746285,5.333333333,6
323,68.88888889,0.680139776,7.028402594,5.666666667,8.666666667
324,59.11111111,0.983397629,6.329029714,6,6
325,68,0.852818012,6.782434329,6,7.333333333
326,55,0.948991522,6.193391908,6,6.666666667
327,34.44444444,0.48019319,5.185859155,3.666666667,7.666666667
328,53,0.739904765,5.791860457,5,7
329,60.88888889,0.979070349,6.472763996,6,6.333333333
330,44.44444444,0.654541492,5.554847796,4.333333333,6.666666667
331,62.11111111,0.896908144,6.406825801,6,6.666666667
332,92,0.959842759,7.691872164,7.666666667,7.666666667
333,51.77777778,0.779032455,5.705685572,5,6.666666667
334,56.22222222,0.839611585,6.147514299,5.333333333,6.333333333
335,54.33333333,0.688048653,6.284142412,6,6
336,84,0.88111634,7.533834979,6.666666667,8
337,52.11111111,0.964916064,5.852637153,5.666666667,6
338,74.77777778,0.974857714,7.207372179,7,7.333333333
339,59.11111111,0.93659325,6.516352125,6.333333333,6.666666667
340,60.77777778,0.716066777,6.4836885,5.333333333,7.666666667
341,57,0.791337408,6.078048631,5.333333333,6.666666667
342,59.55555556,0.854463428,6.340201885,5.333333333,7
343,69.44444444,0.680324015,7.118449858,6,9
344,57.44444444,0.723716226,6.329029714,6.333333333,6.333333333
345,64.77777778,0.988858803,6.559650622,6.333333333,6.666666667
346,58.33333333,0.898538528,6.406825801,6,6.666666667
347,41.88888889,0.587453563,5.144755264,3.666666667,7.333333333
348,58.22222222,0.954664345,6.227578324,5.666666667,6.333333333
349,61.77777778,0.779687689,6.516352125,6,7
350,50,0.902347912,5.668352441,5,6
351,59.22222222,0.898869474,6.043016359,5.666666667,6
352,63.22222222,0.970156458,6.548852835,6.333333333,6.666666667
353,70.11111111,0.861363167,6.824044746,6,8
354,64.22222222,0.899982628,6.570430663,6.333333333,7
355,48.22222222,0.786884132,5.554847796,4.666666667,6.333333333
356,41.77777778,0.817164729,5.618189043,5,6.333333333
357,69.11111111,0.854435556,6.761533095,6,7.666666667
358,76.33333333,0.773696704,7.295210695,6.333333333,8.333333333
359,51.66666667,0.639569361,5.779628426,4,7.666666667
360,50.55555556,0.758711997,5.554847796,4.333333333,6.333333333
361,69,0.894916951,6.80327135,6.333333333,7.333333333
362,62.22222222,0.934215889,6.634743099,6.333333333,6.666666667
363,58.11111111,0.883796621,6.238932168,5.666666667,6.333333333
364,54.77777778,0.873311364,6.124446622,5.666666667,6.666666667
365,55.11111111,0.948401347,6.11288014,5.666666667,6
366,69.11111111,0.909689725,6.771991776,6.333333333,7.333333333
367,54.77777778,0.679388715,6.159015739,4.666666667,7.666666667
368,64.44444444,0.781106528,6.824044746,6,8
369,52.11111111,0.835293381,5.840532409,5.333333333,6.333333333
370,52.66666667,0.806660926,5.924746285,5,6.666666667
371,69.11111111,0.865114498,6.698438094,6.666666667,6.666666667
372,68,0.718380531,6.916752999,7,7.333333333
373,53.77777778,0.678894062,5.936679321,4.666666667,7.333333333
374,61.66666667,0.831390058,6.439879292,6,6.666666667
375,55.44444444,0.677710375,5.984173512,4.666666667,7.666666667
376,65.55555556,0.934227518,6.494594628,6,7
377,70.77777778,0.797539314,7.048512514,6,7.666666667
378,53.33333333,0.898714317,5.864716912,5.333333333,6
379,51.33333333,0.714719088,5.755086368,4.666666667,7
380,85.11111111,0.810927593,7.998584447,7.333333333,8.666666667
381,88.55555556,0.910676212,7.654980478,7,8.333333333
382,70.66666667,0.868036377,6.855086808,6.333333333,7.333333333
383,53.55555556,0.663085731,5.900807818,4.333333333,7.333333333
384,56,0.882055779,6.306625999,6,6.666666667
385,41.44444444,0.617608794,4.919737966,3.333333333,7
386,68.11111111,0.874063433,6.666666667,6.333333333,7
387,57,0.762497377,6.101291731,6,6.333333333
388,53.22222222,0.892699779,5.888802093,5.333333333,6
389,61.33333333,0.780654053,6.516352125,6.333333333,6.666666667
390,84.44444444,0.919255387,7.55259923,7.333333333,7.666666667
391,45.88888889,0.705364872,5.477871589,4.333333333,6.666666667
392,61.88888889,0.696145235,6.329029714,5,8
393,66.55555556,0.862137467,6.613375111,5.666666667,7.333333333
394,60.66666667,0.833606159,6.417862546,5.333333333,7
395,69,0.90081325,6.782434329,6.333333333,7
396,45,0.706701288,5.293909492,4.666666667,6.333333333
397,52.88888889,0.922305111,5.779628426,5.333333333,5.666666667
398,39.11111111,0.758436825,5.199488243,4.666666667,6.666666667
399,59,0.89419358,6.439879292,6.333333333,6.666666667
400,51.33333333,0.83163015,5.64332648,4.666666667,6.333333333
401,53,0.675621016,6.078048631,5,7.666666667
402,66.88888889,0.959575424,6.613375111,6,7
403,63.55555556,0.912772212,6.591937858,6,7
404,57.33333333,0.747929357,6.066393685,5,7.333333333
405,48,0.900383777,5.618189043,5.333333333,6
406,77.22222222,0.943470363,7.353186791,7,7.666666667
407,65.88888889,0.719797106,6.74056705,6,7.666666667
408,53.88888889,0.656483405,5.888802093,4.333333333,7.666666667
409,50.22222222,0.793488284,5.618189043,4.666666667,6.333333333
410,55.66666667,0.929248498,6.043016359,5.666666667,6.333333333
411,57.66666667,0.933372805,6.135991301,6,6
412,40.11111111,0.726825466,4.817989408,3.666666667,6
413,53.55555556,0.65121866,5.864716912,4.333333333,7.666666667
414,68.44444444,0.851684536,6.782434329,6.333333333,7.333333333
415,52.44444444,0.70758752,5.816247346,4.666666667,7
416,53.77777778,0.745859708,5.876771841,5,6.666666667
417,54.33333333,0.908644548,6.066393685,6,6.333333333
418,43.33333333,0.737619512,5.172194153,4.333333333,6.333333333
419,73.66666667,0.928944459,7.098538071,7,7
420,54.44444444,0.730625523,5.852637153,4.333333333,7.333333333
421,78.44444444,0.886551839,7.486718601,7.333333333,7.666666667
422,70.44444444,0.897976987,6.865402972,6.666666667,7
423,62.44444444,0.709745394,6.74056705,6.333333333,7.666666667
424,54.88888889,0.908706609,6.101291731,5.666666667,6
425,60.88888889,0.830202065,6.439879292,5.666666667,6.666666667
426,46,0.83962447,5.333864092,5,5.666666667
427,57.66666667,0.906285173,6.216203742,5.666666667,6
428,61.44444444,0.705500455,6.428880344,5,8
429,49,0.631467502,5.630771789,4,7.333333333
430,51.66666667,0.824212305,5.742776009,5.333333333,6
431,58.77777778,0.884200008,6.295394243,5.333333333,6.666666667
432,68.11111111,0.784043196,6.771991776,5.666666667,8
433,52.66666667,0.944129495,6.204808308,5.666666667,6.666666667
434,40.66666667,0.816061388,4.962705926,4.333333333,5.333333333
435,60.66666667,0.960703832,6.351354404,6,6
436,45.88888889,0.707342838,5.280524111,4.333333333,6.333333333
437,49,0.726741041,5.554847796,4.333333333,7
438,67.33333333,0.772447167,6.834407766,6,7.666666667
439,58.88888889,0.881417191,6.340201885,5.666666667,6.333333333
440,84.22222222,0.931829949,7.524435306,7,7.666666667
441,86.88888889,0.88438385,7.580658519,7,8
442,57.44444444,0.711166716,6.272870399,5.333333333,7.666666667
443,50.55555556,0.668530152,6.124446622,5,6.333333333
444,54.77777778,0.699412849,5.840532409,4.666666667,7
445,56.33333333,0.987242414,6.135991301,6,6
446,66.33333333,0.883974571,6.570430663,5.666666667,7.333333333
447,79.44444444,0.941826886,7.275782669,6.666666667,7.333333333
448,76.22222222,0.819698967,7.098538071,6.333333333,8
449,59.77777778,0.982140396,6.261578094,6,6.333333333
450,88.66666667,0.897134651,7.68266585,7.333333333,8.333333333
451,55.66666667,0.663979552,6.031293716,4.666666667,7.666666667
452,78.55555556,0.917124757,7.372410841,7,7.666666667
453,61.66666667,0.900976964,6.548852835,6,6.666666667
454,43.11111111,0.718172091,5.185859155,4,6.333333333
455,58.11111111,0.87351892,6.373600897,6,7
456,55.22222222,0.844907465,5.948588419,5.333333333,6.333333333
457,58.88888889,0.840155157,6.317837788,5.333333333,7
458,56.11111111,0.845250962,6.019548245,5.666666667,6.333333333
459,50.77777778,0.755774443,5.680824078,5,6.333333333
460,56.66666667,0.696358815,5.864716912,4.333333333,7.333333333
461,49.66666667,0.625009445,5.705685572,4.666666667,7.333333333
462,63.55555556,0.918314897,6.428880344,6,6.333333333
463,63,0.895035664,6.645401328,6.333333333,7
464,61.55555556,0.967114421,6.461821023,6,6
465,82.55555556,0.849807974,7.617910137,7,8.666666667
466,84.33333333,0.946922903,7.429784554,7.333333333,7.333333333
467,48.33333333,0.786899521,6.066393685,5.666666667,5.666666667
468,57.77777778,0.818590874,6.698438094,6.333333333,7
469,64.77777778,0.84183466,6.613375111,6,7
470,54.11111111,0.837859361,5.984173512,5.333333333,6.666666667
471,60,0.945097131,6.272870399,6,6.333333333
472,62,0.626324128,6.602665185,6.333333333,7
473,59.44444444,0.734397803,6.329029714,6,6.333333333
474,51.88888889,0.777253432,5.888802093,5.666666667,6.333333333
475,59.33333333,0.947262084,6.384695076,6.333333333,6.666666667
476,40.77777778,0.746936157,4.976946144,4.333333333,6
477,54.88888889,0.92368335,5.984173512,5.666666667,6
478,55.11111111,0.698428714,6.019548245,4.666666667,7.666666667
479,63,0.794301845,6.666666667,5.666666667,7.666666667
480,58,0.909198309,6.135991301,5.666666667,6.333333333
481,75.55555556,0.923376444,7.207372179,7,7.666666667
482,48,0.694875829,5.580270574,4.666666667,6.666666667
483,58.33333333,0.896771558,6.340201885,5.666666667,7
484,57.22222222,0.684399838,6.284142412,5,8
485,48.33333333,0.720545401,5.529308131,4.333333333,7
